id,time,exit,detector,dir,regime,class,r_off,r_on,swap_R,comm_R,nights,stop,price,lots_spec,suppressed,terminal
146,2021-05-02 04:00:00,2021-05-02 09:23:05,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.073,-0.000,-0.068,0,544.01,56662.61,0.45,False,SL
147,2021-05-03 20:00:00,2021-05-04 00:51:38,SweepMSS,BUY,TREND_UP,TAKE,-1.000,-1.074,-0.040,-0.031,1,1196.14,57197.00,0.2,False,SL
148,2021-05-07 00:00:00,2021-05-07 16:58:45,SweepMSS,SELL,CHOP,DISCRETION,-1.000,-1.016,-0.000,-0.014,0,2531.37,55749.55,0.09,False,SL
149,2021-05-11 16:00:00,2021-05-13 00:02:00,SweepMSS,SELL,CHOP,DISCRETION,2.110,2.081,-0.016,-0.012,2,2997.23,56694.44,0.08,False,TP
150,2021-05-15 08:00:00,2021-05-15 16:33:52,EMArevQ,BUY,TREND_UP,DISCRETION,-1.000,-1.027,-0.000,-0.025,0,1291.05,48976.00,0.19,False,SL
151,2021-05-24 12:00:00,2021-05-24 19:44:11,DeepFib,SELL,TREND_DOWN,TAKE,-1.040,-1.062,-0.000,-0.019,0,1269.09,37593.75,0.19,False,end
152,2021-05-24 20:00:00,2021-06-08 02:45:35,SweepMSS,BUY,TREND_DOWN,TAKE,-1.000,-1.065,-0.060,-0.004,11,5947.39,38832.20,0.04,False,SL
153,2021-06-10 00:00:00,2021-06-18 14:09:42,SweepMSS,BUY,TREND_DOWN,TAKE,0.450,0.389,-0.050,-0.010,6,2481.86,36975.70,0.1,False,BE
154,2021-06-21 00:00:00,2021-06-23 13:14:23,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.471,-0.012,-0.015,2,1548.78,34660.60,0.16,False,BE
155,2021-06-23 12:00:00,2021-06-24 17:07:28,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.029,-0.012,-0.015,1,1469.18,33500.85,0.17,False,SL
156,2021-06-30 12:00:00,2021-07-03 07:35:43,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.449,-0.031,-0.018,3,1221.40,34195.50,0.2,False,BE
157,2021-07-14 16:00:00,2021-07-19 14:20:15,DeepFib,SELL,CHOP,DISCRETION,2.880,2.752,-0.076,-0.045,3,468.29,32728.65,0.53,False,TP
158,2021-08-05 16:00:00,2021-09-21 00:22:17,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.319,-0.173,-0.008,33,3474.51,40717.10,0.07,False,BE
159,2021-09-23 00:00:00,2021-09-24 09:27:51,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.052,-0.028,-0.022,1,1316.91,44086.95,0.18,False,SL
160,2021-10-03 20:00:00,2021-10-04 15:02:40,SweepMSS,BUY,TREND_UP,TAKE,-1.000,-1.029,-0.000,-0.026,0,1185.87,48226.00,0.21,False,SL
161,2021-10-04 12:00:00,2021-10-05 20:15:08,TrendCont,BUY,TREND_UP,DISCRETION,2.500,2.441,-0.022,-0.034,1,925.52,47783.70,0.27,False,TP
162,2021-10-08 12:00:00,2021-10-10 20:26:11,EMArevQ,SELL,TREND_UP,DISCRETION,-1.010,-1.047,-0.016,-0.019,1,1858.67,54335.44,0.13,False,SL
163,2021-10-11 00:00:00,2021-10-12 20:07:59,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.039,-0.021,-0.017,1,2216.08,56513.00,0.11,False,SL
164,2021-10-13 00:00:00,2021-10-13 15:07:53,SweepMSS,SELL,TREND_UP,TAKE,0.500,0.469,-0.000,-0.029,0,1273.94,56291.10,0.19,False,BE
165,2021-10-15 00:00:00,2021-10-17 20:20:51,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.475,-0.009,-0.014,1,2718.82,59433.95,0.09,False,BE
166,2021-10-17 20:00:00,2021-10-22 14:03:26,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.435,-0.049,-0.015,4,2640.11,61525.06,0.09,False,BE
167,2021-10-25 00:00:00,2021-10-27 08:02:00,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.056,-0.039,-0.015,2,2654.52,62088.70,0.09,False,SL
168,2021-10-28 08:00:00,2021-10-28 18:39:52,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.014,-0.000,-0.013,0,2974.98,60987.75,0.08,False,SL
170,2021-11-02 04:00:00,2021-11-03 18:00:19,TrendCont,BUY,TREND_UP,DISCRETION,0.470,0.413,-0.021,-0.033,1,1207.38,61548.81,0.2,False,BE
171,2021-11-03 16:00:00,2021-11-06 11:06:16,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.076,-0.059,-0.015,3,2676.84,62841.50,0.09,False,SL
172,2021-11-13 12:00:00,2021-11-15 15:04:22,TrendCont,BUY,TREND_UP,DISCRETION,0.470,0.438,-0.000,-0.030,0,1400.90,64696.81,0.17,False,BE
173,2021-11-20 16:00:00,2021-11-22 03:35:17,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.019,-0.000,-0.018,0,2185.44,59490.45,0.11,False,SL
174,2021-11-22 12:00:00,2021-11-25 00:47:33,SweepMSS,SELL,CHOP,DISCRETION,0.500,0.447,-0.028,-0.022,3,1688.29,58219.35,0.14,False,BE
175,2021-12-05 20:00:00,2021-12-06 09:36:14,EMArevQ,BUY,CHOP,DISCRETION,-1.000,-1.019,-0.000,-0.017,0,1843.75,49453.20,0.13,False,SL
176,2021-12-06 20:00:00,2021-12-09 18:35:32,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.056,-0.044,-0.011,3,2908.07,50515.35,0.08,False,SL
177,2021-12-13 20:00:00,2021-12-15 19:09:33,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.010,-1.045,-0.021,-0.013,2,2410.29,46727.05,0.1,False,SL
178,2021-12-18 12:00:00,2021-12-19 03:12:42,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.059,-0.000,-0.054,0,565.89,46885.15,0.44,False,SL
179,2021-12-19 08:00:00,2021-12-19 14:14:26,SweepMSS,BUY,TREND_DOWN,TAKE,0.490,0.442,-0.000,-0.043,0,708.62,47166.85,0.35000000000000003,False,BE
180,2021-12-27 20:00:00,2021-12-28 01:38:31,SweepMSS,BUY,CHOP,DISCRETION,-1.000,-1.096,-0.052,-0.040,1,816.93,50708.90,0.3,False,SL
181,2022-01-04 16:00:00,2022-01-10 14:24:42,TrendCont,SELL,TREND_DOWN,DISCRETION,2.600,2.538,-0.040,-0.019,4,1556.14,46046.35,0.16,False,TP
182,2022-01-11 08:00:00,2022-01-11 16:34:36,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.040,-0.000,-0.036,0,751.93,41881.85,0.33,False,SL
183,2022-01-16 16:00:00,2022-01-20 14:49:16,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.436,-0.034,-0.027,3,1033.77,42839.94,0.24,False,BE
185,2022-01-25 04:00:00,2022-01-26 04:48:48,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.031,-0.013,-0.016,1,1510.82,36105.80,0.16,False,SL
186,2022-01-27 12:00:00,2022-01-27 22:42:47,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.458,-0.000,-0.038,0,633.42,36656.55,0.39,False,BE
187,2022-02-02 12:00:00,2022-02-04 15:15:50,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.050,-0.030,-0.018,2,1358.29,37484.75,0.18,False,SL
188,2022-02-10 20:00:00,2022-02-28 22:34:02,TrendCont,SELL,TREND_DOWN,DISCRETION,0.440,0.344,-0.083,-0.012,12,2436.22,43500.19,0.1,False,end
189,2022-03-03 12:00:00,2022-03-09 15:59:00,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.447,-0.035,-0.016,4,1681.40,42555.35,0.14,False,BE
190,2022-03-10 20:00:00,2022-03-11 11:31:57,TrendCont,SELL,TREND_DOWN,DISCRETION,0.480,0.425,-0.023,-0.028,1,921.77,39437.55,0.27,False,BE
191,2022-03-11 12:00:00,2022-03-14 07:34:15,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.460,-0.017,-0.021,1,1237.77,39092.80,0.2,False,BE
192,2022-03-14 08:00:00,2022-03-14 20:04:52,TrendCont,SELL,TREND_DOWN,DISCRETION,0.480,0.416,-0.000,-0.057,0,443.92,38912.69,0.56,False,BE
193,2022-03-15 00:00:00,2022-03-16 02:08:17,SweepMSS,BUY,TREND_DOWN,TAKE,2.030,1.966,-0.023,-0.036,1,694.75,38772.50,0.35000000000000003,False,TP
194,2022-03-21 00:00:00,2022-03-21 14:20:27,SweepMSS,BUY,TREND_DOWN,TAKE,0.490,0.429,-0.000,-0.055,0,483.20,40853.56,0.51,False,BE
195,2022-03-22 04:00:00,2022-03-24 06:28:16,EMArevQ,SELL,TREND_DOWN,DISCRETION,-1.010,-1.076,-0.040,-0.024,2,1154.34,42236.10,0.21,False,SL
196,2022-04-01 12:00:00,2022-04-06 00:21:05,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.073,-0.057,-0.015,3,2066.64,46560.95,0.12,False,SL
197,2022-04-08 20:00:00,2022-04-21 10:19:32,SweepMSS,SELL,CHOP,DISCRETION,0.460,0.378,-0.065,-0.015,9,1777.51,42289.19,0.14,False,BE
198,2022-04-21 16:00:00,2022-05-08 17:04:10,TrendCont,SELL,TREND_DOWN,DISCRETION,2.600,2.503,-0.081,-0.015,12,1815.14,41240.85,0.13,False,TP
199,2022-05-13 04:00:00,2022-05-14 22:52:38,TrendCont,SELL,TREND_DOWN,DISCRETION,0.480,0.443,-0.016,-0.019,1,1046.31,30100.05,0.23,False,BE
200,2022-05-15 00:00:00,2022-05-15 12:01:14,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.032,-0.000,-0.028,0,694.61,29685.09,0.35000000000000003,False,SL
201,2022-05-20 12:00:00,2022-05-23 06:42:05,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.026,-0.011,-0.013,1,1464.67,29110.34,0.17,False,SL
202,2022-05-24 16:00:00,2022-05-24 23:09:51,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.077,-0.000,-0.066,0,290.14,29410.74,0.86,False,SL
203,2022-05-25 00:00:00,2022-05-26 08:25:48,SweepMSS,SELL,TREND_DOWN,TAKE,1.940,1.846,-0.025,-0.059,1,329.70,30163.94,0.75,False,TP
204,2022-05-26 16:00:00,2022-05-27 13:59:06,TrendCont,SELL,TREND_DOWN,DISCRETION,0.470,0.390,-0.034,-0.040,1,479.23,29359.54,0.52,False,BE
205,2022-05-27 12:00:00,2022-05-27 19:50:31,TrendCont,SELL,TREND_DOWN,DISCRETION,0.510,0.474,-0.000,-0.031,0,610.99,28821.54,0.4,False,BE
207,2022-06-03 04:00:00,2022-06-06 01:16:47,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.392,-0.029,-0.068,1,289.72,30431.94,0.86,False,BE
208,2022-06-10 04:00:00,2022-06-11 11:39:49,TrendCont,SELL,TREND_DOWN,DISCRETION,2.520,2.434,-0.023,-0.055,1,357.71,30026.49,0.6900000000000001,False,TP
209,2022-06-20 00:00:00,2022-06-20 09:30:56,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.017,-0.000,-0.014,0,919.70,19963.55,0.27,False,SL
210,2022-06-28 08:00:00,2022-07-07 15:07:56,SweepMSS,SELL,TREND_DOWN,TAKE,0.490,0.422,-0.050,-0.015,7,919.94,20984.55,0.27,False,BE
211,2022-07-13 12:00:00,2022-07-13 23:15:49,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.023,-0.000,-0.019,0,672.84,19439.94,0.37,False,SL
212,2022-07-14 00:00:00,2022-07-14 15:39:20,DeepFib,SELL,TREND_DOWN,TAKE,0.500,0.456,-0.000,-0.036,0,368.01,20207.84,0.67,False,BE
213,2022-07-19 08:00:00,2022-07-20 12:28:16,DeepFib,BUY,TREND_DOWN,TAKE,2.580,2.523,-0.020,-0.031,1,466.16,21976.56,0.53,False,TP
214,2022-07-22 08:00:00,2022-07-25 19:33:16,SweepMSS,SELL,TREND_DOWN,TAKE,2.020,1.983,-0.010,-0.023,1,676.33,23610.54,0.36,False,TP
215,2022-07-31 16:00:00,2022-08-08 07:53:54,SweepMSS,SELL,CHOP,DISCRETION,0.490,0.426,-0.041,-0.019,5,803.66,23849.74,0.31,False,BE
216,2022-08-09 08:00:00,2022-08-10 00:40:34,SweepMSS,BUY,CHOP,DISCRETION,-1.000,-1.084,-0.044,-0.034,1,449.19,23272.91,0.55,False,SL
217,2022-08-11 20:00:00,2022-08-19 06:31:34,SweepMSS,BUY,CHOP,DISCRETION,-1.000,-1.108,-0.093,-0.012,6,1298.20,23943.31,0.19,False,SL
218,2022-08-22 00:00:00,2022-08-22 15:54:29,TrendCont,SELL,TREND_DOWN,DISCRETION,0.490,0.447,-0.000,-0.035,0,393.57,21419.04,0.63,False,BE
219,2022-08-24 00:00:00,2022-08-24 16:05:07,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.010,-1.051,-0.000,-0.034,0,410.06,21263.84,0.6,False,SL
220,2022-08-29 16:00:00,2022-08-30 04:27:20,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.010,-1.087,-0.031,-0.037,1,350.85,20094.34,0.71,False,SL
221,2022-08-31 12:00:00,2022-09-01 21:15:02,TrendCont,SELL,TREND_DOWN,DISCRETION,0.510,0.436,-0.030,-0.035,1,370.04,20146.34,0.67,False,BE
222,2022-09-02 08:00:00,2022-09-02 12:39:03,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.069,-0.000,-0.056,0,232.64,20086.34,1.07,False,SL
223,2022-09-04 12:00:00,2022-09-04 23:31:26,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.020,-1.113,-0.000,-0.075,0,172.25,19784.99,1.45,False,SL
224,2022-09-05 16:00:00,2022-09-06 00:32:29,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.103,-0.042,-0.049,1,259.44,19706.94,0.96,False,SL
225,2022-09-08 00:00:00,2022-09-09 03:25:19,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.095,-0.038,-0.045,1,274.67,19217.15,0.91,False,SL
226,2022-09-21 16:00:00,2022-09-27 02:57:11,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.062,-0.045,-0.013,4,915.64,19009.49,0.27,False,SL
227,2022-09-27 12:00:00,2022-09-27 18:23:31,EMArevQ,SELL,TREND_DOWN,DISCRETION,1.490,1.459,-0.000,-0.025,0,520.61,19888.19,0.48,False,TP
228,2022-09-29 12:00:00,2022-09-29 16:46:11,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.046,-0.000,-0.037,0,338.56,19289.90,0.73,False,SL
229,2022-10-13 00:00:00,2022-10-13 12:30:15,TrendCont,SELL,TREND_DOWN,DISCRETION,2.550,2.452,-0.000,-0.079,0,157.81,19087.44,1.58,False,end
230,2022-10-14 16:00:00,2022-10-25 17:00:21,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.123,-0.101,-0.017,7,723.26,19159.24,0.34,False,SL
231,2022-11-01 00:00:00,2022-11-01 06:14:15,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.000,-1.138,-0.000,-0.112,0,118.80,20485.09,2.1,False,SL
232,2022-11-06 20:00:00,2022-11-08 15:29:48,TrendCont,SELL,TREND_DOWN,DISCRETION,2.500,2.444,-0.014,-0.034,1,403.39,20908.44,0.61,False,TP
233,2022-11-08 16:00:00,2022-12-14 18:23:30,TrendCont,SELL,TREND_DOWN,DISCRETION,0.450,0.388,-0.055,-0.005,26,2435.70,18285.94,0.1,False,BE
234,2022-12-15 12:00:00,2023-01-10 18:32:49,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.196,-0.262,-0.033,18,345.42,17427.65,0.72,False,BE
235,2023-01-23 04:00:00,2023-01-23 14:59:15,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.457,-0.000,-0.035,0,416.96,22695.35,0.59,False,BE
236,2023-01-25 04:00:00,2023-01-27 01:36:46,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.411,-0.046,-0.036,2,413.66,22718.51,0.6,False,BE
237,2023-01-27 04:00:00,2023-01-30 11:42:09,TrendCont,BUY,TREND_UP,DISCRETION,0.490,0.424,-0.034,-0.026,1,570.26,23080.51,0.43,False,BE
238,2023-01-31 04:00:00,2023-02-01 21:09:21,SweepMSS,SELL,TREND_UP,TAKE,-1.000,-1.042,-0.017,-0.021,1,720.83,22977.49,0.34,False,SL
240,2023-02-13 16:00:00,2023-02-14 13:30:38,EMArevQ,BUY,TREND_UP,DISCRETION,0.440,0.306,-0.069,-0.053,1,263.77,21623.01,0.9400000000000001,False,BE
241,2023-02-17 00:00:00,2023-02-22 15:12:04,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.410,-0.055,-0.029,3,543.15,23841.91,0.46,False,BE
243,2023-03-04 20:00:00,2023-03-05 02:35:22,EMArevQ,BUY,CHOP,DISCRETION,0.510,0.425,-0.000,-0.070,0,206.76,22347.51,1.2,False,BE
244,2023-03-23 00:00:00,2023-03-30 02:31:10,SweepMSS,SELL,TREND_UP,TAKE,-1.000,-1.062,-0.049,-0.012,5,1536.00,27427.84,0.16,False,SL
245,2023-03-30 20:00:00,2023-03-31 07:39:57,TrendCont,BUY,TREND_UP,DISCRETION,-1.060,-1.178,-0.062,-0.048,1,379.16,28031.01,0.65,False,end
246,2023-04-03 08:00:00,2023-04-03 20:57:39,SweepMSS,SELL,TREND_UP,TAKE,2.000,1.903,-0.000,-0.083,0,222.23,28261.44,1.12,False,TP
247,2023-04-05 16:00:00,2023-04-06 10:37:06,TrendCont,BUY,TREND_UP,DISCRETION,-1.010,-1.106,-0.050,-0.039,1,472.52,28242.60,0.52,False,SL
248,2023-04-14 16:00:00,2023-04-17 00:36:27,TrendCont,BUY,TREND_UP,DISCRETION,-1.010,-1.139,-0.068,-0.053,1,374.40,30344.95,0.66,False,SL
249,2023-04-18 16:00:00,2023-04-19 08:10:22,TrendCont,BUY,TREND_UP,DISCRETION,-1.050,-1.136,-0.045,-0.035,1,559.80,30232.51,0.44,False,end
250,2023-04-25 16:00:00,2023-04-26 12:21:54,TrendCont,BUY,TREND_UP,DISCRETION,2.500,2.426,-0.026,-0.040,1,443.03,27602.85,0.56,False,TP
251,2023-04-26 20:00:00,2023-05-01 01:51:28,TrendCont,BUY,TREND_UP,DISCRETION,0.470,0.414,-0.039,-0.015,3,1239.42,28425.10,0.2,False,BE
252,2023-05-01 04:00:00,2023-05-01 15:22:27,EMArevQ,BUY,TREND_UP,DISCRETION,-1.000,-1.059,-0.000,-0.050,0,368.80,28634.95,0.67,False,SL
253,2023-05-02 16:00:00,2023-05-07 23:45:12,TrendCont,BUY,TREND_UP,DISCRETION,0.490,0.362,-0.102,-0.022,4,829.32,28702.96,0.3,False,BE
254,2023-05-10 16:00:00,2023-05-10 21:23:47,SweepMSS,BUY,CHOP,DISCRETION,0.490,0.403,-0.000,-0.075,0,241.16,27708.35,1.03,False,BE
255,2023-05-14 16:00:00,2023-05-16 01:28:11,SweepMSS,BUY,TREND_UP,TAKE,0.490,0.389,-0.036,-0.055,1,316.17,26886.46,0.79,False,BE
256,2023-05-16 04:00:00,2023-05-17 07:46:10,TrendCont,BUY,TREND_UP,DISCRETION,-1.020,-1.124,-0.054,-0.042,1,422.14,27258.91,0.59,False,SL
257,2023-05-20 16:00:00,2023-05-21 11:54:19,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.088,-0.000,-0.074,0,236.34,27071.96,1.05,False,SL
258,2023-05-23 00:00:00,2023-05-24 03:36:05,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.072,-0.038,-0.029,1,609.28,27375.91,0.41000000000000003,False,SL
259,2023-05-26 12:00:00,2023-06-01 02:50:06,TrendCont,BUY,TREND_UP,DISCRETION,0.490,0.321,-0.124,-0.038,4,454.72,26762.21,0.54,False,BE
260,2023-06-02 08:00:00,2023-06-05 15:25:41,TrendCont,BUY,TREND_UP,DISCRETION,-1.020,-1.087,-0.035,-0.027,1,652.11,27134.16,0.38,False,SL
261,2023-06-07 08:00:00,2023-06-07 15:01:12,TrendCont,BUY,TREND_UP,DISCRETION,-1.010,-1.046,-0.000,-0.030,0,578.47,26898.45,0.43,False,SL
262,2023-06-14 00:00:00,2023-06-14 20:05:05,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.073,-0.000,-0.062,0,272.78,25983.10,0.91,False,SL
263,2023-06-19 00:00:00,2023-06-19 15:08:34,TrendCont,BUY,TREND_UP,DISCRETION,0.480,0.353,-0.000,-0.108,0,158.89,26397.16,1.57,False,BE
264,2023-06-25 20:00:00,2023-06-26 01:13:21,TrendCont,BUY,TREND_UP,DISCRETION,-1.080,-1.187,-0.000,-0.093,0,213.02,30469.71,1.17,False,end
265,2023-06-28 12:00:00,2023-06-28 19:30:15,TrendCont,BUY,TREND_UP,DISCRETION,-1.010,-1.063,-0.000,-0.046,0,427.69,30417.51,0.58,False,SL
266,2023-06-30 00:00:00,2023-06-30 05:51:38,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.456,-0.000,-0.038,0,523.15,30738.56,0.47000000000000003,False,BE
267,2023-06-30 20:00:00,2023-07-14 18:25:57,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.248,-0.230,-0.019,10,1059.80,30468.16,0.23,False,BE
268,2023-07-20 04:00:00,2023-07-20 14:44:42,TrendCont,BUY,TREND_UP,DISCRETION,-1.010,-1.068,-0.000,-0.050,0,395.16,30208.76,0.63,False,SL
269,2023-07-22 04:00:00,2023-07-22 17:51:32,TrendCont,BUY,TREND_UP,DISCRETION,-1.010,-1.190,-0.000,-0.155,0,125.57,29945.85,1.99,False,SL
270,2023-07-26 16:00:00,2023-07-26 23:21:11,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.413,-0.000,-0.075,0,254.33,29402.60,0.98,False,BE
271,2023-08-01 16:00:00,2023-08-01 23:29:11,SweepMSS,SELL,CHOP,DISCRETION,-1.030,-1.147,-0.000,-0.101,0,188.61,29267.30,1.32,False,SL
272,2023-08-02 00:00:00,2023-08-04 20:45:16,EMArevQ,SELL,CHOP,DISCRETION,1.320,1.194,-0.074,-0.044,2,435.15,29626.49,0.5700000000000001,False,TP
273,2023-08-14 08:00:00,2023-08-14 14:40:29,DeepFib,SELL,CHOP,DISCRETION,-1.000,-1.259,-0.000,-0.223,0,85.69,29372.15,2.91,False,SL
274,2023-08-23 08:00:00,2023-08-23 15:34:10,DeepFib,SELL,CHOP,DISCRETION,-1.010,-1.099,-0.000,-0.076,0,223.14,25931.79,1.12,False,SL
275,2023-08-24 12:00:00,2023-08-29 16:23:05,SweepMSS,BUY,TREND_DOWN,TAKE,2.030,1.897,-0.102,-0.026,3,642.93,25993.31,0.38,False,TP
276,2023-09-03 12:00:00,2023-09-03 20:51:22,TrendCont,SELL,TREND_DOWN,DISCRETION,-1.010,-1.100,-0.000,-0.076,0,221.59,25871.99,1.12,False,SL
277,2023-09-06 00:00:00,2023-09-06 17:54:13,TrendCont,SELL,TREND_DOWN,DISCRETION,0.440,0.253,-0.000,-0.158,0,105.92,25776.05,2.36,False,BE
278,2023-09-07 04:00:00,2023-09-07 13:42:04,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.309,-0.000,-0.161,0,103.94,25762.15,2.4,False,BE
279,2023-09-11 08:00:00,2023-09-12 03:17:05,TrendCont,SELL,TREND_DOWN,DISCRETION,0.500,0.414,-0.022,-0.053,1,311.81,25601.34,0.8,False,BE
280,2023-09-25 12:00:00,2023-09-27 11:35:47,EMArevQ,BUY,CHOP,DISCRETION,1.280,1.028,-0.173,-0.067,2,255.33,26240.35,0.97,False,TP
281,2023-09-27 12:00:00,2023-09-28 14:49:07,SweepMSS,BUY,TREND_DOWN,TAKE,2.010,1.797,-0.111,-0.086,1,198.98,26288.60,1.25,False,TP
282,2023-10-04 00:00:00,2023-10-05 15:37:52,DeepFib,BUY,CHOP,DISCRETION,0.490,0.361,-0.046,-0.071,1,252.05,27430.16,0.99,False,BE
283,2023-10-06 00:00:00,2023-10-06 12:31:08,DeepFib,BUY,TREND_UP,TAKE,0.490,0.380,-0.000,-0.094,0,190.39,27561.26,1.31,False,BE
284,2023-10-06 12:00:00,2023-10-11 02:34:41,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.115,-0.088,-0.023,3,798.91,27948.85,0.31,False,SL
285,2023-10-19 04:00:00,2023-10-20 08:27:06,DeepFib,BUY,TREND_UP,TAKE,4.050,3.852,-0.071,-0.109,1,168.81,28332.35,1.48,False,TP
286,2023-10-27 20:00:00,2023-11-08 23:46:31,TrendCont,BUY,TREND_UP,DISCRETION,2.530,2.249,-0.235,-0.040,8,545.95,33904.56,0.45,False,TP
287,2023-11-09 20:00:00,2023-11-14 18:43:09,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.117,-0.091,-0.023,3,1021.01,36700.95,0.24,False,SL
288,2023-11-17 20:00:00,2023-11-21 14:46:33,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.412,-0.056,-0.029,2,826.81,36631.35,0.3,False,BE
289,2023-11-22 16:00:00,2023-11-22 21:00:16,SweepMSS,SELL,TREND_UP,TAKE,-1.000,-1.079,-0.000,-0.070,0,347.93,37300.25,0.71,False,SL
290,2023-11-23 16:00:00,2023-11-26 16:28:15,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.336,-0.104,-0.053,2,454.49,37283.31,0.55,False,BE
291,2023-11-27 04:00:00,2023-11-28 00:32:39,SweepMSS,SELL,TREND_UP,TAKE,0.500,0.425,-0.020,-0.048,1,502.78,37283.85,0.49,False,BE
292,2023-11-28 12:00:00,2023-11-30 14:03:33,TrendCont,BUY,TREND_UP,DISCRETION,0.490,0.403,-0.046,-0.036,2,681.47,37521.15,0.36,False,BE
293,2023-12-10 12:00:00,2023-12-11 01:02:56,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.095,-0.000,-0.086,0,332.27,43908.61,0.75,False,SL
294,2023-12-14 16:00:00,2023-12-17 23:33:00,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.063,-0.044,-0.017,2,1658.48,43101.15,0.15,False,SL
295,2023-12-20 00:00:00,2023-12-26 09:45:21,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.346,-0.108,-0.042,4,661.35,42412.40,0.37,False,BE
296,2024-01-04 12:00:00,2024-01-12 16:16:38,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.378,-0.101,-0.019,6,1471.87,44085.65,0.16,False,BE
297,2024-01-16 12:00:00,2024-01-18 16:40:49,TrendCont,BUY,TREND_UP,DISCRETION,-1.000,-1.084,-0.059,-0.023,2,1244.38,43241.20,0.2,False,SL
298,2024-01-28 20:00:00,2024-01-29 07:49:49,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.431,-0.000,-0.062,0,442.43,42025.75,0.56,False,BE
299,2024-01-29 12:00:00,2024-01-31 09:59:53,TrendCont,BUY,TREND_UP,DISCRETION,0.500,0.402,-0.062,-0.032,2,862.78,42627.06,0.28,False,BE
300,2024-02-01 16:00:00,2024-02-12 00:26:53,TrendCont,BUY,TREND_UP,DISCRETION,2.570,2.386,-0.161,-0.021,7,1355.26,43207.50,0.18,False,TP
301,2024-02-13 16:00:00,2024-02-15 00:23:33,TrendCont,BUY,TREND_UP,DISCRETION,2.500,2.378,-0.078,-0.040,2,797.41,49054.70,0.31,False,TP
